Pilot,Tail Number,Derived Origin,Start Latitude,Start Longitude,Derived Destination,End Latitude,End Longitude,Start Time,End Time,Total Duration,Total Distance,Initial Attitude Source,Device Model,Device Model Detailed,iOS Version,Battery Level,Battery State,GPS Source,Maximum Vertical Error,Minimum Vertical Error,Average Vertical Error,Maximum Horizontal Error,Minimum Horizontal Error,Average Horizontal Error,Imported From,Route Waypoints
"","N51448","KLVK",37.69025421142578,-121.81241607666016,"KLVK",37.68981016665947,-121.81207933927688,1752969735111,1752974439313,4704.202688932419,54.94772968088452,"None","iPad","iPad16,1","18.5",0.9,"Sentry",414.6480065246108,1.0,2.4443342636901426,27.961825503603972,1.0,1.6934556304948931,"iOS",""
Timestamp,Latitude,Longitude,Altitude,Course,Speed,Bank,Pitch,Horizontal Error,Vertical Error
1.752969735111236E9,37.69025421142578,-121.81241607666016,690.6167979002618,-1.0,0.0,,,1.3329999446868896,1.3329999446868896
1.752969736117091E9,37.69025802612305,-121.81241607666016,690.9415978459228,-1.0,0.0,,,1.3329999446868896,1.3329999446868896
1.7529697371090941E9,37.69025802612305,-121.81241607666016,690.9415978459228,-1.0,0.0,,,1.3329999446868896,1.3329999446868896
1.7529697381091661E9,37.69025802612305,-121.81241607666016,690.9415978459228,-1.0,0.0,,,1.3329999446868896,1.3329999446868896
1.752969740108612E9,37.69025802612305,-121.81241607666016,690.6167979002618,-1.0,0.0,,,1.3329999446868896,1.3329999446868896
1.752969741108768E9,37.69025421142578,-121.81241607666016,690.2886938861029,-1.0,0.0,,,1.3329999446868896,1.3329999446868896
1.752969742108574E9,37.69025421142578,-121.81241607666016,690.6167979002618,-1.0,0.0,,,1.3329999446868896,1.3329999446868896
1.752969743108686E9,37.69025802612305,-121.81241607666016,690.2886938861029,-1.0,0.0,,,1.3329999446868896,1.3329999446868896
1.752969744108741E9,37.69025802612305,-121.81241607666016,689.6325359194291,-1.0,0.0,,,1.3329999446868896,1.3329999446868896
1.752969745108603E9,37.69025421142578,-121.81241607666016,688.6482739385963,-1.0,0.0,,,1.3329999446868896,1.3329999446868896
1.752969746109117E9,37.690250396728516,-121.81241607666016,687.9921159719224,-1.0,0.0,,,1.3329999446868896,1.3329999446868896
1.752969747109851E9,37.69024658203125,-121.81243133544922,686.6798000385747,-1.0,0.0,,,1.3329999446868896,1.3329999446868896
1.752969748108762E9,37.69023895263672,-121.81243133544922,685.3674340435832,-1.0,0.0,,,1.3329999446868896,1.3329999446868896
1.752969749108797E9,37.69023895263672,-121.81243133544922,684.3799180558966,-1.0,0.0,,,1.3329999446868896,1.3329999446868896
1.752969750108856E9,37.69023513793945,-121.81243133544922,683.3989601435617,-1.0,0.0,,,1.3329999446868896,1.3329999446868896
1.752969751109182E9,37.69023132324219,-121.81243133544922,679.7900162343897,-1.0,0.0,,,1.3329999446868896,1.3329999446868896
1.752969752108743E9,37.690223693847656,-121.81241607666016,676.8372803535354,-1.0,0.0,,,1.0,1.3329999446868896
1.752969753108907E9,37.690216064453125,-121.81241607666016,674.2125984251961,-1.0,0.0,,,1.0,1.0
1.752969754113258E9,37.690216064453125,-121.81241607666016,671.9160205110157,-1.0,0.0,,,1.0,1.0
1.752969755110898E9,37.69021224975586,-121.81241607666016,670.6036545160241,-1.0,0.0,,,1.0,1.0
1.75296975710913E9,37.690208435058594,-121.8124008178711,666.3352986333244,-1.0,0.0,,,1.0,1.0
1.752969758108793E9,37.69020462036133,-121.8124008178711,664.3700787401568,-1.0,0.0,,,1.0,1.0
1.752969759108778E9,37.69020080566406,-121.8124008178711,662.7296587926502,-1.0,0.0,,,1.0,1.0
1.752969760108542E9,37.69020080566406,-121.8124008178711,661.4140387908047,-1.0,0.0,,,1.0,1.0
1.752969761108729E9,37.6901969909668,-121.8124008178711,660.104976864311,-1.0,0.0,,,1.0,1.0
1.752969762108964E9,37.6901969909668,-121.8124008178711,658.7926609309633,-1.0,0.0,,,1.0,1.0
1.752969764110406E9,37.69019317626953,-121.8124008178711,656.167979002624,-1.0,0.0,,,1.0,1.0
1.752969765109437E9,37.690189361572266,-121.8124008178711,654.8523590007785,-1.0,0.0,,,1.0,1.0
1.752969766109398E9,37.690189361572266,-121.8124008178711,653.8714010884436,-1.0,0.0,,,1.0,1.0
1.752969768108742E9,37.690181732177734,-121.8124008178711,652.5590350934519,-1.0,0.0,,,1.0,1.0
1.752969769108872E9,37.69017791748047,-121.8124008178711,651.9028771267781,-1.0,0.0,,,1.0,1.0
1.752969770109607E9,37.6901741027832,-121.8124008178711,650.9186151459454,-1.0,0.0,,,1.0,1.0
1.7529697711089602E9,37.69017028808594,-121.8124008178711,650.2624571792716,-1.0,0.0,,,1.0,1.0
1.752969772109379E9,37.69016647338867,-121.81241607666016,649.6062992125977,-1.0,0.0,,,1.0,1.0
1.7529697741090221E9,37.69016647338867,-121.81241607666016,649.2781951984389,-1.0,0.0,,,1.0,1.0
1.752969776108707E9,37.690162658691406,-121.81241607666016,648.622037231765,-1.0,0.0,,,1.0,1.0
1.75296977710912E9,37.69015884399414,-121.81241607666016,648.2906792107523,-1.0,0.0,,,1.0,1.0
1.752969778109267E9,37.69015884399414,-121.81241607666016,648.622037231765,-1.0,0.0,,,1.0,1.0
1.752969779114054E9,37.69015884399414,-121.81243133544922,648.9501412459239,-1.0,0.0,,,1.0,1.0
1.752969781108931E9,37.690155029296875,-121.81243133544922,649.2781951984389,-1.0,0.0,,,1.0,1.0
1.752969782108984E9,37.690155029296875,-121.81243133544922,649.9310991582588,-1.0,0.0,,,1.0,1.0
1.7529697831089191E9,37.69015121459961,-121.81243133544922,649.9310991582588,-1.0,0.0,,,1.0,1.0
1.752969784108912E9,37.69015121459961,-121.81243133544922,649.9310991582588,-1.0,0.0,,,1.0,1.0
1.752969785109062E9,37.690147399902344,-121.81243133544922,649.6062992125977,-1.0,0.0,,,1.0,1.0
1.752969786108901E9,37.69014358520508,-121.81243133544922,649.9310991582588,-1.0,0.0,,,1.0,1.0
1.752969787108877E9,37.69013977050781,-121.81243896484375,649.9310991582588,-1.0,0.0,,,1.0,1.0
1.752969788108902E9,37.69013595581055,-121.81243896484375,649.9310991582588,-1.0,0.0,,,1.0,1.0
1.752969789108931E9,37.69013214111328,-121.81243896484375,650.2624571792716,-1.0,0.0,,,1.0,1.0
1.7529697901088948E9,37.69013214111328,-121.81243896484375,650.5905611934304,-1.0,0.0,,,1.0,1.0
1.752969791108992E9,37.690128326416016,-121.81243896484375,650.5905611934304,-1.0,0.0,,,1.0,1.0
1.7529697921089349E9,37.69012451171875,-121.81243896484375,650.5905611934304,-1.0,0.0,,,1.0,1.0
1.752969793108722E9,37.69012451171875,-121.81243896484375,650.5905611934304,-1.0,0.0,,,1.0,1.0
1.7529697941090178E9,37.690120697021484,-121.81243896484375,651.5715191057653,-1.0,0.0,,,1.0,1.0
1.752969795109061E9,37.69011688232422,-121.81243896484375,652.230981140937,-1.0,0.0,,,1.0,1.0
1.752969796113007E9,37.69011688232422,-121.81243896484375,652.5590350934519,-1.0,0.0,,,1.0,1.0
1.752969798108897E9,37.69011306762695,-121.81243896484375,652.8871391076109,-1.0,0.0,,,1.0,1.0
1.752969799110941E9,37.69010925292969,-121.81243896484375,653.5432970742847,-1.0,0.0,,,1.0,1.0
